PullRequestTitle,PullRequestNumber,PullRequestState,PullRequestCreatedAt,PullRequestUpdatedAt,PullRequestClosedAt,PullRequestMergedAt,PullRequestAuthor,PullRequestReviewsCount,PullRequestReviewers,PullRequestCommentsCount,ReviewDuration
Change needsRedo function to getStatus which also includes the price,193,MERGED,2021-01-22T14:38:01Z,2021-01-27T22:01:15Z,2021-01-22T21:56:36Z,2021-01-22T21:56:36Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 07:18:35
Make vow immutable in the dog and vow and dog in clipper + check who …,194,CLOSED,2021-01-22T15:09:08Z,2021-02-05T12:00:55Z,2021-01-22T22:21:32Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 07:12:24
Clean up warnings,195,MERGED,2021-01-22T22:17:24Z,2021-01-22T22:24:04Z,2021-01-22T22:24:03Z,2021-01-22T22:24:03Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:06:39
Make chip and tip public + more tests,196,MERGED,2021-01-25T13:41:44Z,2021-01-27T22:01:13Z,2021-01-25T16:24:24Z,2021-01-25T16:24:24Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 02:42:40
dog.bark: simplify calculation of dart,197,CLOSED,2021-01-25T15:30:27Z,2022-04-05T11:07:41Z,2021-01-25T16:48:47Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 01:18:20
Liq 2.0 formulas,198,CLOSED,2021-02-01T21:38:22Z,2022-04-05T11:07:41Z,2021-02-05T15:56:32Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,3 days 18:18:10
New formulas for bark and take,199,MERGED,2021-02-03T12:46:32Z,2021-02-05T15:41:44Z,2021-02-05T15:39:56Z,2021-02-05T15:39:56Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,2 days 02:53:24
feat: added step to dog for LR != CR support,200,OPEN,2021-02-03T18:02:36Z,2023-03-05T17:47:28Z,,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,
Clearer parameter name,201,CLOSED,2021-02-03T21:42:01Z,2021-02-05T12:01:01Z,2021-02-03T21:45:34Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:03:33
Upgrade dependencies,202,MERGED,2021-02-15T18:59:21Z,2021-02-15T21:01:55Z,2021-02-15T21:01:35Z,2021-02-15T21:01:35Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 02:02:14
Fix nix run for Travis,203,MERGED,2021-02-16T15:07:23Z,2021-02-16T15:10:42Z,2021-02-16T15:09:46Z,2021-02-16T15:09:46Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:02:23
Don't set unstable default values in stairstep constructor,204,MERGED,2021-03-03T20:02:25Z,2022-04-05T11:07:42Z,2021-03-03T23:03:43Z,2021-03-03T23:03:43Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 03:01:18
Require top > 0 for kicking and resetting,205,MERGED,2021-03-03T20:33:14Z,2021-03-04T03:36:48Z,2021-03-03T22:16:19Z,2021-03-03T22:16:19Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 01:43:05
Update to 0.6.12,206,MERGED,2021-03-03T23:05:42Z,2021-03-03T23:24:53Z,2021-03-03T23:24:52Z,2021-03-03T23:24:52Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:19:10
"Remove list(), use active()",207,MERGED,2021-03-03T23:37:52Z,2021-03-03T23:43:19Z,2021-03-03T23:43:17Z,2021-03-03T23:43:17Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:05:25
Modernizing ERC20 DAI,208,CLOSED,2021-03-05T14:17:28Z,2021-03-19T12:28:45Z,2021-03-19T12:28:45Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,13 days 22:11:17
validation for chop,209,MERGED,2021-03-05T18:15:15Z,2021-03-08T16:17:33Z,2021-03-08T14:51:45Z,2021-03-08T14:51:45Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,2 days 20:36:30
Fix state mutability warning in one test contract,210,MERGED,2021-03-08T16:15:51Z,2021-06-09T14:59:54Z,2021-03-08T17:50:12Z,2021-03-08T17:50:12Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 01:34:21
add continuous exponential decrease,211,MERGED,2021-03-09T18:21:32Z,2021-03-13T03:54:56Z,2021-03-13T03:54:53Z,2021-03-13T03:54:53Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,3 days 09:33:21
"Add list(), remove getId()",212,MERGED,2021-03-10T14:58:32Z,2022-04-05T11:07:42Z,2021-03-10T15:33:17Z,2021-03-10T15:33:17Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:34:45
More efficient lock in case tx reverts or if in future there are not …,213,MERGED,2021-03-10T15:12:05Z,2021-06-09T14:59:54Z,2021-03-15T19:26:33Z,2021-03-15T19:26:33Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,5 days 04:14:28
Gas Optimization: Cache the dust value and allow public modification.,214,MERGED,2021-03-10T15:28:31Z,2022-04-05T11:07:42Z,2021-03-15T14:45:21Z,2021-03-15T14:45:21Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,4 days 23:16:50
Return lot size with getStatus,215,MERGED,2021-03-12T15:56:27Z,2022-04-05T11:07:43Z,2021-03-16T22:09:51Z,2021-03-16T22:09:51Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,4 days 06:13:24
Validate ilk when filing clip in Dog,216,MERGED,2021-03-12T20:19:31Z,2021-06-09T15:05:59Z,2021-03-15T20:45:16Z,2021-03-15T20:45:16Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,3 days 00:25:45
"Revert ""More efficient lock in case tx reverts or if in future there …",217,MERGED,2021-03-16T14:58:53Z,2022-04-05T11:07:43Z,2021-03-16T22:07:52Z,2021-03-16T22:07:52Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 07:08:59
basic rate-limited hole,218,OPEN,2021-03-16T22:27:50Z,2022-11-26T19:29:45Z,,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,
Consider liquidation price on take,219,OPEN,2021-03-17T16:52:04Z,2022-11-26T19:29:23Z,,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,
Add a breaker level that prevents kick and redo but not take,220,MERGED,2021-03-18T01:01:05Z,2021-03-25T16:05:51Z,2021-03-25T16:05:47Z,2021-03-25T16:05:47Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,7 days 15:04:42
Dog and Clipper comment updates,221,MERGED,2021-03-24T18:49:08Z,2022-04-05T11:07:44Z,2021-03-30T21:09:53Z,2021-03-30T21:09:53Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,6 days 02:20:45
properly account for chop in dust checks in the Clipper,222,MERGED,2021-03-25T00:27:18Z,2021-03-31T16:35:31Z,2021-03-31T16:35:27Z,2021-03-31T16:35:27Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,6 days 16:08:09
rename getPrice() to getFeedPrice() and price to feedPrice,224,MERGED,2021-03-30T20:03:24Z,2022-04-05T11:07:44Z,2021-03-31T14:13:07Z,2021-03-31T14:13:07Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 18:09:43
rename getPrice() to feed() and price to feed,225,CLOSED,2021-03-30T20:05:20Z,2022-04-05T11:07:44Z,2021-03-30T20:32:22Z,,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 00:27:02
gas tests and don't use optimizations,226,MERGED,2021-03-30T21:11:14Z,2022-04-05T11:07:44Z,2021-03-31T14:42:18Z,2021-03-31T14:42:17Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 17:31:04
Liq 2.0,228,MERGED,2021-04-01T21:35:24Z,2021-04-02T15:40:50Z,2021-04-02T15:40:50Z,2021-04-02T15:40:50Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 18:05:26
Rename abaci file event,229,MERGED,2021-04-02T13:13:27Z,2021-04-02T14:50:58Z,2021-04-02T14:17:16Z,2021-04-02T14:17:16Z,gbalabasquer,2,"['kmbarry1', 'brianmcmichael']",0,0 days 01:03:49
cmooney-20210430: Add note about skim()/thaw(),230,OPEN,2021-04-30T16:56:49Z,2022-11-26T19:29:06Z,,,nickkounz,0,[],0,
Clapper,231,OPEN,2021-05-26T18:28:10Z,2022-11-26T19:28:49Z,,,nickkounz,0,[],0,
Move to GH Actions,235,MERGED,2021-09-16T17:12:04Z,2022-03-10T12:24:00Z,2021-09-17T17:58:24Z,2021-09-17T17:58:24Z,nickkounz,0,[],0,1 days 00:46:20
Add events to join adapters,236,MERGED,2021-09-21T15:19:01Z,2021-11-03T19:10:27Z,2021-11-03T19:10:25Z,2021-11-03T19:10:25Z,nickkounz,0,[],0,43 days 03:51:24
Freeze dai déployment addresse,238,MERGED,2021-11-02T18:04:24Z,2021-11-15T16:55:53Z,2021-11-15T16:55:51Z,2021-11-15T16:55:51Z,nickkounz,0,[],0,12 days 22:51:27
Change vow to use a proxy,241,OPEN,2021-12-10T16:20:36Z,2022-11-26T19:28:32Z,,,nickkounz,0,[],0,
Change vow to split out accounting from auction logic,243,OPEN,2021-12-27T19:35:46Z,2022-11-26T19:28:01Z,,,nickkounz,0,[],0,
Rate Limited Flap,244,MERGED,2022-01-24T15:17:47Z,2022-03-14T13:56:08Z,2022-03-14T13:56:05Z,2022-03-14T13:56:05Z,nickkounz,0,[],0,48 days 22:38:18
change lid to a count of auctions,245,CLOSED,2022-01-25T15:48:35Z,2022-01-25T16:46:59Z,2022-01-25T16:46:59Z,,nickkounz,0,[],0,0 days 00:58:24
add test of lid alteration during auction,246,MERGED,2022-01-31T15:45:16Z,2022-03-02T14:49:37Z,2022-03-02T14:49:34Z,2022-03-02T14:49:34Z,nickkounz,0,[],0,29 days 23:04:18
Add Cure,247,MERGED,2022-01-31T15:46:56Z,2022-05-18T14:07:24Z,2022-05-18T14:07:24Z,2022-05-18T14:07:24Z,nickkounz,0,[],0,106 days 22:20:28
Remove JS dependencies,251,MERGED,2022-02-11T15:08:43Z,2022-02-21T14:42:31Z,2022-02-21T14:42:29Z,2022-02-21T14:42:29Z,nickkounz,0,[],0,9 days 23:33:46
Rename copying => license,253,MERGED,2022-02-12T18:24:43Z,2022-11-22T23:34:03Z,2022-02-21T05:32:55Z,2022-02-21T05:32:55Z,nickkounz,0,[],0,8 days 11:08:12
License v1.2,254,MERGED,2022-02-12T18:26:59Z,2022-02-21T05:32:40Z,2022-02-21T05:32:36Z,2022-02-21T05:32:36Z,nickkounz,0,[],0,8 days 11:05:37
Update join.sol,255,CLOSED,2022-02-14T20:25:30Z,2022-02-14T20:26:04Z,2022-02-14T20:26:04Z,,nickkounz,0,[],0,0 days 00:00:34
Update vow.sol,256,CLOSED,2022-02-19T12:01:08Z,2022-02-21T06:05:34Z,2022-02-21T05:32:09Z,,nickkounz,0,[],0,1 days 17:31:01
Update dai.sol,257,CLOSED,2022-02-20T22:00:25Z,2022-02-21T05:30:43Z,2022-02-21T05:30:43Z,,nickkounz,0,[],0,0 days 07:30:18
Update flap.sol,258,CLOSED,2022-02-23T20:09:46Z,2022-02-24T13:42:11Z,2022-02-24T13:42:11Z,,nickkounz,0,[],0,0 days 17:32:25
Update vow.sol,259,CLOSED,2022-02-24T18:55:41Z,2022-02-25T12:33:32Z,2022-02-25T12:33:32Z,,nickkounz,0,[],0,0 days 17:37:51
"Set only after cage, and force cage on End.cage",260,MERGED,2022-03-02T14:23:18Z,2022-03-09T15:16:28Z,2022-03-07T18:51:46Z,2022-03-07T18:51:46Z,nickkounz,0,[],0,5 days 04:28:28
Bugfix drip() in Pot,262,CLOSED,2022-03-21T10:57:19Z,2022-03-21T11:16:54Z,2022-03-21T11:16:54Z,,nickkounz,0,[],0,0 days 00:19:35
RPC tests,263,CLOSED,2022-03-21T22:14:54Z,2022-03-28T15:11:58Z,2022-03-22T13:44:52Z,,nickkounz,0,[],0,0 days 15:29:58
Housekeeping,264,MERGED,2022-03-22T15:09:46Z,2022-03-30T20:15:43Z,2022-03-30T20:15:40Z,2022-03-30T20:15:40Z,nickkounz,0,[],0,8 days 05:05:54
add failing function call example,265,CLOSED,2022-04-23T14:48:45Z,2022-04-25T14:36:39Z,2022-04-25T14:36:34Z,,nickkounz,0,[],0,1 days 23:47:49
Revert on end.cage(ilk) if there is not Art for that ilk,267,CLOSED,2022-06-07T16:22:13Z,2022-06-09T12:33:37Z,2022-06-09T12:33:37Z,,nickkounz,0,[],0,1 days 20:11:24
Rog comments,268,CLOSED,2022-07-13T10:39:49Z,2022-07-13T10:40:55Z,2022-07-13T10:40:55Z,,nickkounz,0,[],0,0 days 00:01:06
Update dai.sol,269,CLOSED,2022-10-05T10:21:00Z,2022-10-05T12:10:31Z,2022-10-05T12:10:31Z,,nickkounz,0,[],0,0 days 01:49:31
Update end.sol,270,CLOSED,2022-10-05T10:28:34Z,2022-10-05T12:10:42Z,2022-10-05T12:10:42Z,,nickkounz,0,[],0,0 days 01:42:08
Add Certora specs for Vat and Dai contracts,272,OPEN,2022-10-18T12:28:05Z,2023-06-30T21:10:15Z,,,nickkounz,0,[],0,
version fix,273,CLOSED,2022-11-14T21:27:43Z,2022-11-14T21:28:00Z,2022-11-14T21:28:00Z,,nickkounz,0,[],0,0 days 00:00:17
update action version,274,OPEN,2023-03-08T02:13:43Z,2023-03-08T02:13:43Z,,,nickkounz,0,[],0,
