PullRequestTitle,PullRequestNumber,PullRequestState,PullRequestCreatedAt,PullRequestUpdatedAt,PullRequestClosedAt,PullRequestMergedAt,PullRequestAuthor,PullRequestReviewsCount,PullRequestReviewers,PullRequestCommentsCount,ReviewDuration
fix: Update natspec for `calculateInterestRates()`,566,MERGED,2022-01-17T15:40:04Z,2022-01-18T14:30:01Z,2022-01-17T16:01:02Z,2022-01-17T16:01:01Z,LHerskind,1,['miguelmtzinf'],0,0 days 00:20:58
test: Add test to cover missing case,568,MERGED,2022-01-19T14:01:48Z,2022-01-20T11:27:10Z,2022-01-20T11:27:07Z,2022-01-20T11:27:07Z,LHerskind,1,['miguelmtzinf'],0,0 days 21:25:19
refactor: Flashloan logic simplified with shared `_flashloanRepayment…,576,MERGED,2022-01-21T11:01:25Z,2022-01-25T15:52:15Z,2022-01-25T15:52:11Z,2022-01-25T15:52:11Z,LHerskind,1,['miguelmtzinf'],0,4 days 04:50:46
remove ternary for gas optimizations and code readability,581,MERGED,2022-01-21T11:44:34Z,2022-01-24T14:17:25Z,2022-01-24T14:09:35Z,2022-01-24T14:09:35Z,LHerskind,1,['miguelmtzinf'],0,3 days 02:25:01
fix: Add getter for `_stableRateExcessOffset`,583,MERGED,2022-01-21T12:00:57Z,2022-01-23T21:59:50Z,2022-01-23T21:59:40Z,2022-01-23T21:59:40Z,LHerskind,1,['miguelmtzinf'],0,2 days 09:58:43
fix: update use of virtual,585,MERGED,2022-01-21T13:24:35Z,2022-01-24T10:53:40Z,2022-01-24T10:53:37Z,2022-01-24T10:53:37Z,miguelmtzinf,1,['eboadom'],0,2 days 21:29:02
Misc comments from Sigma Prime,586,MERGED,2022-01-21T14:56:38Z,2022-01-25T15:49:48Z,2022-01-25T15:49:45Z,2022-01-25T15:49:45Z,miguelmtzinf,1,['eboadom'],0,4 days 00:53:07
Remove unused struct and error variables,587,MERGED,2022-01-21T16:02:37Z,2022-01-24T12:05:08Z,2022-01-24T11:44:06Z,2022-01-24T11:44:06Z,miguelmtzinf,1,['eboadom'],0,2 days 19:41:29
refactor: Replace reserve with reserveCache in helper function,588,MERGED,2022-01-21T16:22:08Z,2022-01-24T07:54:28Z,2022-01-23T22:00:40Z,2022-01-23T22:00:40Z,miguelmtzinf,1,['eboadom'],0,2 days 05:38:32
Added getReserveAddressById,591,MERGED,2022-01-21T19:41:51Z,2022-03-02T10:26:17Z,2022-03-02T10:24:56Z,2022-03-02T10:24:56Z,miguelmtzinf,1,['eboadom'],0,39 days 14:43:05
fix: add more validation to set emode params,592,MERGED,2022-01-22T00:40:12Z,2022-01-25T17:00:00Z,2022-01-25T16:59:57Z,2022-01-25T16:59:57Z,miguelmtzinf,1,['eboadom'],0,3 days 16:19:45
fix: Remove SafeCast in Pool and use of uint256 for flashloan premiums,593,MERGED,2022-01-24T08:18:39Z,2022-01-24T11:33:37Z,2022-01-24T10:12:39Z,2022-01-24T10:12:39Z,miguelmtzinf,1,['eboadom'],0,0 days 01:54:00
Reducing pool size,595,MERGED,2022-01-24T09:47:09Z,2022-01-25T16:59:04Z,2022-01-25T16:59:01Z,2022-01-25T16:59:00Z,miguelmtzinf,1,['eboadom'],0,1 days 07:11:52
fix: Simplify `executeRepay`,597,MERGED,2022-01-24T10:01:17Z,2022-01-24T11:33:45Z,2022-01-24T10:28:19Z,2022-01-24T10:28:19Z,miguelmtzinf,1,['eboadom'],0,0 days 00:27:02
chore: release 1.11.1,598,MERGED,2022-01-24T10:29:00Z,2023-01-30T10:00:55Z,2022-01-25T18:58:30Z,2022-01-25T18:58:29Z,miguelmtzinf,1,['eboadom'],0,1 days 08:29:30
Cleanup repeated params in validateRebalanceStableBorrowRate,599,MERGED,2022-01-24T12:04:15Z,2022-01-25T17:22:30Z,2022-01-25T13:24:48Z,2022-01-25T13:24:47Z,miguelmtzinf,1,['eboadom'],0,1 days 01:20:33
docs: Fix isEmpty() docstring,601,MERGED,2022-01-25T09:49:57Z,2022-01-25T13:21:34Z,2022-01-25T10:20:30Z,2022-01-25T10:20:30Z,miguelmtzinf,1,['eboadom'],0,0 days 00:30:33
refactor: move variable within clause for optimization,602,MERGED,2022-01-25T10:26:39Z,2022-01-25T14:19:13Z,2022-01-25T14:19:10Z,2022-01-25T14:19:10Z,miguelmtzinf,1,['eboadom'],0,0 days 03:52:31
Fix/573 verify pool in token contracts,603,MERGED,2022-01-25T14:28:46Z,2022-01-27T19:12:29Z,2022-01-25T20:06:15Z,2022-01-25T20:06:15Z,miguelmtzinf,1,['eboadom'],0,0 days 05:37:29
chore: release 1.12.0,604,MERGED,2022-01-25T19:45:08Z,2023-01-30T10:00:29Z,2022-01-25T20:07:35Z,2022-01-25T20:07:35Z,miguelmtzinf,1,['eboadom'],0,0 days 00:22:27
Optimized calldata APIs,605,MERGED,2022-01-25T20:12:43Z,2022-02-25T16:10:38Z,2022-02-25T16:10:33Z,2022-02-25T16:10:33Z,miguelmtzinf,1,['eboadom'],0,30 days 19:57:50
chore: release 1.13.0,606,MERGED,2022-01-25T20:31:27Z,2023-01-30T10:00:29Z,2022-01-25T20:32:03Z,2022-01-25T20:32:03Z,miguelmtzinf,1,['eboadom'],0,0 days 00:00:36
add audits round 1 v3,608,MERGED,2022-01-25T20:44:04Z,2023-08-02T04:22:04Z,2022-01-27T14:22:06Z,2022-01-27T14:22:06Z,miguelmtzinf,1,['eboadom'],0,1 days 17:38:02
Certora,609,MERGED,2022-01-26T09:21:04Z,2022-01-26T09:21:36Z,2022-01-26T09:21:36Z,2022-01-26T09:21:36Z,miguelmtzinf,1,['eboadom'],0,0 days 00:00:32
Certora,611,MERGED,2022-01-26T10:16:53Z,2022-01-27T09:00:53Z,2022-01-27T09:00:53Z,2022-01-27T09:00:53Z,miguelmtzinf,1,['eboadom'],0,0 days 22:44:00
fix: Mark all functions as virtual,612,MERGED,2022-01-26T10:24:15Z,2022-01-27T12:40:10Z,2022-01-27T12:40:07Z,2022-01-27T12:40:06Z,miguelmtzinf,1,['eboadom'],0,1 days 02:15:52
Add license parameters,613,MERGED,2022-01-27T09:07:40Z,2022-01-27T12:39:44Z,2022-01-27T12:39:41Z,2022-01-27T12:39:41Z,miguelmtzinf,1,['eboadom'],0,0 days 03:32:01
chore: release 1.13.1,614,MERGED,2022-01-27T12:40:22Z,2023-01-30T10:00:31Z,2022-01-27T16:09:54Z,2022-01-27T16:09:54Z,miguelmtzinf,1,['eboadom'],0,0 days 03:29:32
Enforce restrictions on stableRateBorrowingEnabled flag,616,MERGED,2022-01-27T15:16:10Z,2023-01-30T10:00:32Z,2022-02-14T12:51:22Z,2022-02-14T12:51:22Z,miguelmtzinf,1,['eboadom'],0,17 days 21:35:12
Removed obsolete files for the certora tools,617,MERGED,2022-01-27T17:24:42Z,2022-01-27T17:40:11Z,2022-01-27T17:40:08Z,2022-01-27T17:40:08Z,miguelmtzinf,1,['eboadom'],0,0 days 00:15:26
chore: release 1.14.0,618,MERGED,2022-01-27T17:40:54Z,2023-01-30T10:00:34Z,2022-02-25T13:20:15Z,2022-02-25T13:20:15Z,miguelmtzinf,1,['eboadom'],0,28 days 19:39:21
Chore/add audit reports 607,619,MERGED,2022-01-27T17:57:26Z,2023-01-30T10:00:33Z,2022-01-27T19:49:27Z,2022-01-27T19:49:27Z,miguelmtzinf,1,['eboadom'],0,0 days 01:52:01
Add techpaper,620,MERGED,2022-01-27T19:44:27Z,2022-07-26T08:39:23Z,2022-01-27T19:44:56Z,2022-01-27T19:44:56Z,miguelmtzinf,1,['eboadom'],0,0 days 00:00:29
fix: typo in tech paper,621,MERGED,2022-01-27T19:53:36Z,2023-01-30T10:00:33Z,2022-01-27T19:54:31Z,2022-01-27T19:54:31Z,miguelmtzinf,1,['eboadom'],0,0 days 00:00:55
fix: Update gas optimization numbers,622,MERGED,2022-01-27T19:59:55Z,2022-01-27T20:03:12Z,2022-01-27T20:03:10Z,2022-01-27T20:03:10Z,miguelmtzinf,1,['eboadom'],0,0 days 00:03:15
"Update package.json, contributors etc",624,MERGED,2022-01-28T11:33:14Z,2022-01-30T01:11:20Z,2022-01-30T01:11:17Z,2022-01-30T01:11:17Z,miguelmtzinf,1,['eboadom'],0,1 days 13:38:03
feat: clean dependencies and upgrade child dependencies,626,MERGED,2022-02-02T11:09:04Z,2022-02-02T11:12:42Z,2022-02-02T11:12:34Z,2022-02-02T11:12:34Z,miguelmtzinf,1,['eboadom'],0,0 days 00:03:30
fix: Moved getUserAccountData logic to PoolLogic to minimize contract…,628,MERGED,2022-02-02T14:25:53Z,2022-02-04T11:15:59Z,2022-02-04T11:15:57Z,2022-02-04T11:15:56Z,miguelmtzinf,1,['eboadom'],0,1 days 20:50:04
fix: Revert dependencies to last working state,629,MERGED,2022-02-03T12:12:25Z,2022-02-03T13:20:59Z,2022-02-03T13:20:52Z,2022-02-03T13:20:51Z,miguelmtzinf,1,['eboadom'],0,0 days 01:08:27
fix: Natspec for `IPool::swapBorrowRateMode()`,631,MERGED,2022-02-03T17:03:46Z,2022-02-04T11:30:21Z,2022-02-04T11:15:20Z,2022-02-04T11:15:19Z,miguelmtzinf,1,['eboadom'],0,0 days 18:11:34
Siloed borrowing implementation,632,MERGED,2022-02-15T14:34:42Z,2022-07-26T08:39:23Z,2022-02-28T09:49:35Z,2022-02-28T09:49:35Z,miguelmtzinf,1,['eboadom'],0,12 days 19:14:53
fix: `reserves` renamed to `reservesData` or `reservesList` when fitting,635,MERGED,2022-02-18T12:06:56Z,2022-02-18T15:18:47Z,2022-02-18T15:18:44Z,2022-02-18T15:18:43Z,miguelmtzinf,1,['eboadom'],0,0 days 03:11:48
refactor: Simplify `executeFinalizeTransfer`,637,MERGED,2022-02-18T13:00:21Z,2022-02-21T08:57:27Z,2022-02-18T14:10:28Z,2022-02-18T14:10:28Z,miguelmtzinf,1,['eboadom'],0,0 days 01:10:07
fix: Rename reserves to reservesList,638,MERGED,2022-02-21T08:55:20Z,2022-02-21T12:04:23Z,2022-02-21T10:26:01Z,2022-02-21T10:26:01Z,miguelmtzinf,1,['eboadom'],0,0 days 01:30:41
fix: Place interface extension declaration at the end,640,MERGED,2022-02-21T09:20:33Z,2022-02-21T12:04:16Z,2022-02-21T10:26:33Z,2022-02-21T10:26:33Z,miguelmtzinf,1,['eboadom'],0,0 days 01:06:00
[WIP]: Adding foundry fuzzer for libraries processing bitmaps,641,OPEN,2022-02-25T14:29:08Z,2023-04-10T12:01:32Z,,,miguelmtzinf,1,['eboadom'],0,
chore: release 1.14.1,642,MERGED,2022-02-25T16:11:12Z,2023-01-30T10:00:36Z,2022-03-01T13:30:27Z,2022-03-01T13:30:27Z,miguelmtzinf,1,['eboadom'],0,3 days 21:19:15
fix: Use memory instead of storage in `getLiquidationBonus`,643,MERGED,2022-02-28T14:54:11Z,2022-02-28T18:49:12Z,2022-02-28T18:49:09Z,2022-02-28T18:49:09Z,miguelmtzinf,1,['eboadom'],0,0 days 03:54:58
chore: release 1.14.2,645,MERGED,2022-03-01T15:26:41Z,2023-01-30T10:00:37Z,2022-03-02T11:49:16Z,2022-03-02T11:49:15Z,miguelmtzinf,1,['eboadom'],0,0 days 20:22:35
Create codeql-analysis.yml,646,CLOSED,2022-03-01T20:50:38Z,2022-11-15T16:39:28Z,2022-11-15T16:39:28Z,,miguelmtzinf,1,['eboadom'],0,258 days 19:48:50
"Refactor `validateUseAsCollateral`, `executeLiquidationCall`",648,MERGED,2022-03-02T18:33:08Z,2022-03-03T14:34:08Z,2022-03-03T14:34:04Z,2022-03-03T14:34:04Z,miguelmtzinf,1,['eboadom'],0,0 days 20:00:56
fix: Move reservesData param to the beginning of the param list,650,MERGED,2022-03-03T08:11:38Z,2022-03-03T09:45:42Z,2022-03-03T09:45:38Z,2022-03-03T09:45:38Z,miguelmtzinf,1,['eboadom'],0,0 days 01:34:00
chore: release 1.14.3,651,CLOSED,2022-03-03T09:47:04Z,2023-01-30T10:01:31Z,2022-03-03T14:34:47Z,,miguelmtzinf,1,['eboadom'],0,0 days 04:47:43
misc: Bump deploy-v3 library to latest version,652,MERGED,2022-03-03T10:18:46Z,2023-01-30T10:00:38Z,2022-03-03T10:28:12Z,2022-03-03T10:28:12Z,miguelmtzinf,1,['eboadom'],0,0 days 00:09:26
chore: release 1.15.0,653,MERGED,2022-03-03T14:34:44Z,2023-01-30T10:00:41Z,2022-03-07T07:50:13Z,2022-03-07T07:50:13Z,miguelmtzinf,1,['eboadom'],0,3 days 17:15:29
ci: Increase compiler runs to 10000,655,MERGED,2022-03-03T14:52:06Z,2023-01-30T10:00:38Z,2022-03-04T11:05:52Z,2022-03-04T11:05:52Z,miguelmtzinf,1,['eboadom'],0,0 days 20:13:46
Add owner constructor parameter to contracts that inherits Ownable to support CREATE2 factory deployment,656,MERGED,2022-03-04T10:53:50Z,2023-01-30T10:00:39Z,2022-03-04T19:30:59Z,2022-03-04T19:30:59Z,miguelmtzinf,1,['eboadom'],0,0 days 08:37:09
fix: replace with correct npm package name,657,MERGED,2022-03-12T00:45:50Z,2023-01-30T10:00:42Z,2022-03-18T09:39:27Z,2022-03-18T09:39:27Z,miguelmtzinf,1,['eboadom'],0,6 days 08:53:37
Updated price oracle sentinel interface,659,MERGED,2022-03-14T18:20:09Z,2022-03-15T13:16:58Z,2022-03-15T12:29:27Z,2022-03-15T12:29:27Z,miguelmtzinf,1,['eboadom'],0,0 days 18:09:18
chore: release 1.16.0,660,MERGED,2022-03-15T12:33:29Z,2023-01-30T10:00:42Z,2022-03-15T19:40:27Z,2022-03-15T19:40:27Z,miguelmtzinf,1,['eboadom'],0,0 days 07:06:58
Added setter for the treasury contract,663,CLOSED,2022-03-18T11:34:17Z,2022-07-26T08:39:25Z,2022-04-01T11:07:31Z,,miguelmtzinf,1,['eboadom'],0,13 days 23:33:14
Add test cases for registering an existing proxy contract into PoolAddressesProvider,667,MERGED,2022-04-01T12:17:34Z,2022-04-04T10:26:13Z,2022-04-04T10:26:10Z,2022-04-04T10:26:10Z,miguelmtzinf,1,['eboadom'],0,2 days 22:08:36
fix: add comment for undocumentted parameter,668,MERGED,2022-04-03T16:31:36Z,2022-04-04T10:01:55Z,2022-04-04T10:01:50Z,2022-04-04T10:01:50Z,miguelmtzinf,1,['eboadom'],0,0 days 17:30:14
chore: release 1.16.1,669,MERGED,2022-04-04T10:02:28Z,2022-07-14T09:40:07Z,2022-07-14T09:39:24Z,2022-07-14T09:39:24Z,miguelmtzinf,1,['eboadom'],0,100 days 23:36:56
remove draft on audits,670,MERGED,2022-04-05T07:59:39Z,2022-04-05T09:01:16Z,2022-04-05T09:01:13Z,2022-04-05T09:01:13Z,miguelmtzinf,1,['eboadom'],0,0 days 01:01:34
fix comments in IACLManager,677,MERGED,2022-05-04T07:08:23Z,2022-11-02T15:48:16Z,2022-11-02T15:48:16Z,2022-11-02T15:48:16Z,miguelmtzinf,1,['eboadom'],0,182 days 08:39:53
Fix event emission of AToken and DebtToken events,682,MERGED,2022-06-02T08:51:27Z,2022-12-12T20:58:42Z,2022-11-15T16:35:59Z,2022-11-15T16:35:59Z,miguelmtzinf,1,['eboadom'],0,166 days 07:44:32
fix: Return real backing amount when backUnbacked,683,MERGED,2022-06-03T11:03:23Z,2023-01-30T10:00:43Z,2022-08-08T08:39:33Z,2022-08-08T08:39:33Z,miguelmtzinf,1,['eboadom'],0,65 days 21:36:10
Create python-publish.yml,687,CLOSED,2022-07-08T22:05:12Z,2022-07-28T14:59:32Z,2022-07-28T14:59:32Z,,miguelmtzinf,1,['eboadom'],0,19 days 16:54:20
[Draft] Improvement of Price Oracle Sentinel,688,OPEN,2022-07-14T09:22:06Z,2022-07-15T10:49:10Z,,,miguelmtzinf,1,['eboadom'],0,
add code owners file,689,MERGED,2022-07-15T09:46:15Z,2022-07-15T12:16:10Z,2022-07-15T12:03:15Z,2022-07-15T12:03:15Z,miguelmtzinf,1,['eboadom'],0,0 days 02:17:00
Upgrade periphery and deploy library to latest version,694,MERGED,2022-07-26T18:47:14Z,2022-09-02T13:17:08Z,2022-07-27T09:05:28Z,2022-07-27T09:05:28Z,miguelmtzinf,1,['eboadom'],0,0 days 14:18:14
Enhancement/cross chain liquidity,695,CLOSED,2022-07-27T07:14:54Z,2023-03-16T10:08:33Z,2022-07-27T09:11:03Z,,miguelmtzinf,1,['eboadom'],0,0 days 01:56:09
"fix: remove npm ci cache, bump gas reporter, bump ethers ",698,MERGED,2022-07-28T14:00:21Z,2022-10-19T05:02:24Z,2022-07-28T15:16:56Z,2022-07-28T15:16:56Z,miguelmtzinf,1,['eboadom'],0,0 days 01:16:35
chore(master): release 1.16.2,699,MERGED,2022-07-28T15:32:27Z,2022-08-01T08:29:38Z,2022-08-01T08:29:03Z,2022-08-01T08:29:03Z,miguelmtzinf,1,['eboadom'],0,3 days 16:56:36
3.0.1 Upgrade,701,MERGED,2022-08-08T08:57:14Z,2022-12-28T16:01:58Z,2022-12-28T16:01:57Z,2022-12-28T16:01:57Z,miguelmtzinf,1,['eboadom'],0,142 days 07:04:43
Fix: CEI to fix reentrancy risk with reentrant tokens (eg ERC777),704,MERGED,2022-08-08T15:44:23Z,2022-11-02T15:53:04Z,2022-11-02T15:53:01Z,2022-11-02T15:53:01Z,miguelmtzinf,1,['eboadom'],0,86 days 00:08:38
Borrow/repay check removal,705,MERGED,2022-08-08T17:32:00Z,2022-10-28T15:15:52Z,2022-10-28T15:15:46Z,2022-10-28T15:15:46Z,miguelmtzinf,1,['eboadom'],0,80 days 21:43:46
Fix modify interface versions to support all minor 0.8.x vers,706,MERGED,2022-08-09T18:43:43Z,2022-08-09T20:55:08Z,2022-08-09T20:55:04Z,2022-08-09T20:55:04Z,miguelmtzinf,1,['eboadom'],0,0 days 02:11:21
Optimisation of the balance/debt increase math,707,OPEN,2022-08-11T10:48:22Z,2022-11-03T12:15:31Z,,,miguelmtzinf,1,['eboadom'],0,
Fix: position cannot be liquidated when turn on liquidation protocol fee,709,MERGED,2022-08-26T17:49:15Z,2022-11-15T08:58:40Z,2022-11-15T08:58:25Z,2022-11-15T08:58:25Z,miguelmtzinf,1,['eboadom'],0,80 days 15:09:10
feat/enable disable flashloan config,710,MERGED,2022-08-29T11:02:38Z,2022-11-15T14:19:02Z,2022-11-15T14:18:58Z,2022-11-15T14:18:58Z,miguelmtzinf,1,['eboadom'],0,78 days 03:16:20
Make DefaultInterestRateStrategy contract inheritable,712,MERGED,2022-09-06T16:15:11Z,2022-09-06T18:11:42Z,2022-09-06T18:11:03Z,2022-09-06T18:11:03Z,miguelmtzinf,1,['eboadom'],0,0 days 01:55:52
chore(master): release 1.16.3,713,CLOSED,2022-09-06T18:11:53Z,2022-12-26T09:49:53Z,2022-12-26T09:49:53Z,,miguelmtzinf,1,['eboadom'],0,110 days 15:38:00
Fix: typos,715,MERGED,2022-09-26T09:13:34Z,2022-11-03T12:07:54Z,2022-11-03T12:06:47Z,2022-11-03T12:06:47Z,miguelmtzinf,1,['eboadom'],0,38 days 02:53:13
fix: typo,717,MERGED,2022-10-19T12:44:04Z,2022-11-03T12:03:40Z,2022-11-03T12:03:40Z,2022-11-03T12:03:40Z,miguelmtzinf,1,['eboadom'],0,14 days 23:19:36
docs: Fix aToken docs related to eip712,719,MERGED,2022-10-20T15:26:24Z,2022-11-03T12:05:41Z,2022-11-03T12:05:38Z,2022-11-03T12:05:38Z,miguelmtzinf,1,['eboadom'],0,13 days 20:39:14
fix: modify interface versions to support all minor 0.8.x vers,720,MERGED,2022-10-28T10:11:41Z,2022-10-28T10:44:25Z,2022-10-28T10:43:28Z,2022-10-28T10:43:28Z,miguelmtzinf,1,['eboadom'],0,0 days 00:31:47
Make DefaultInterestRateStrategy contract inheritable,721,MERGED,2022-10-28T10:17:37Z,2022-10-28T10:43:17Z,2022-10-28T10:43:14Z,2022-10-28T10:43:14Z,miguelmtzinf,1,['eboadom'],0,0 days 00:25:37
Updated price oracle sentinel interface,722,MERGED,2022-10-28T10:34:18Z,2022-10-28T10:43:01Z,2022-10-28T10:42:45Z,2022-10-28T10:42:45Z,miguelmtzinf,1,['eboadom'],0,0 days 00:08:27
Fix for #718,724,MERGED,2022-11-01T12:15:19Z,2022-11-14T13:00:16Z,2022-11-14T13:00:16Z,2022-11-14T13:00:16Z,miguelmtzinf,1,['eboadom'],0,13 days 00:44:57
"Improving skip of updateState() by time, and caching dynamics for indexes",725,MERGED,2022-11-01T13:57:39Z,2022-11-14T15:22:08Z,2022-11-14T15:22:08Z,2022-11-14T15:22:08Z,miguelmtzinf,1,['eboadom'],0,13 days 01:24:29
Make mintToTreasury virtual so it can be overridden,726,MERGED,2022-11-02T15:29:37Z,2022-11-03T13:22:17Z,2022-11-03T12:37:19Z,2022-11-03T12:37:19Z,miguelmtzinf,1,['eboadom'],0,0 days 21:07:42
fix: Fix docs param in burnScaled,727,MERGED,2022-11-02T15:46:46Z,2022-11-02T15:47:16Z,2022-11-02T15:47:09Z,2022-11-02T15:47:09Z,miguelmtzinf,1,['eboadom'],0,0 days 00:00:23
Feat/3.0.1 typos,728,MERGED,2022-11-03T12:04:10Z,2022-11-15T08:45:15Z,2022-11-15T08:45:12Z,2022-11-15T08:45:12Z,miguelmtzinf,1,['eboadom'],0,11 days 20:41:02
Make AToken.transferOnLiquidation() virtual,729,MERGED,2022-11-03T12:42:17Z,2022-11-03T14:42:44Z,2022-11-03T14:42:15Z,2022-11-03T14:42:15Z,miguelmtzinf,1,['eboadom'],0,0 days 01:59:58
Fixes #730. accruedToTreasury not being properly considered together with aToken supply,733,MERGED,2022-11-11T15:02:18Z,2022-11-15T12:57:31Z,2022-11-15T12:57:31Z,2022-11-15T12:57:31Z,miguelmtzinf,1,['eboadom'],0,3 days 21:55:13
node.js.yml,734,CLOSED,2022-11-19T12:32:50Z,2022-11-25T11:26:50Z,2022-11-25T11:26:50Z,,miguelmtzinf,1,['eboadom'],0,5 days 22:54:00
create dev container,735,CLOSED,2022-11-19T12:46:00Z,2022-11-25T11:26:58Z,2022-11-25T11:26:58Z,,miguelmtzinf,1,['eboadom'],0,5 days 22:40:58
fix: update hardhat dependencies and fix test-suite error codes,739,MERGED,2022-11-24T14:17:09Z,2022-11-25T11:24:16Z,2022-11-25T11:24:13Z,2022-11-25T11:24:13Z,miguelmtzinf,1,['eboadom'],0,0 days 21:07:04
fix: collateral should be flagged false when got liquidated totally,740,MERGED,2022-11-28T16:07:01Z,2022-12-05T19:10:13Z,2022-12-05T19:10:12Z,2022-12-05T19:10:12Z,miguelmtzinf,1,['eboadom'],0,7 days 03:03:11
Add onBehalfOf parameter to AToken handleRepayment function,743,MERGED,2022-12-02T19:45:25Z,2022-12-05T13:27:45Z,2022-12-05T13:26:44Z,2022-12-05T13:26:44Z,miguelmtzinf,1,['eboadom'],0,2 days 17:41:19
Do not emit `Transfer` and `Mint` events if senderBalanceIncrease is zero on aTokens transfer,745,MERGED,2022-12-05T13:56:34Z,2022-12-06T11:23:15Z,2022-12-06T11:23:12Z,2022-12-06T11:23:12Z,miguelmtzinf,1,['eboadom'],0,0 days 21:26:38
Fix condition of unsetting asset as collateral if its fully liquidated (with non-zero liquidationProtocolFee),747,MERGED,2022-12-05T19:17:41Z,2022-12-05T20:00:09Z,2022-12-05T20:00:00Z,2022-12-05T20:00:00Z,miguelmtzinf,1,['eboadom'],0,0 days 00:42:19
docs: Fix docs of Mint and Burn events,751,MERGED,2022-12-06T09:29:54Z,2022-12-07T11:52:58Z,2022-12-07T11:52:55Z,2022-12-07T11:52:55Z,miguelmtzinf,1,['eboadom'],0,1 days 02:23:01
Fix typos in docs,752,MERGED,2022-12-06T09:36:07Z,2022-12-12T12:50:41Z,2022-12-12T12:50:38Z,2022-12-12T12:50:38Z,AlexSaplin,0,[],2,6 days 03:14:31
Fix condition of full liquidation of collateral,753,MERGED,2022-12-06T10:39:01Z,2022-12-07T11:52:46Z,2022-12-07T11:52:42Z,2022-12-07T11:52:42Z,AlexSaplin,0,[],2,1 days 01:13:41
Add sigmaprime audit report for v3.0.1,755,MERGED,2022-12-07T01:02:25Z,2022-12-26T08:53:02Z,2022-12-26T08:53:02Z,2022-12-26T08:53:02Z,AlexSaplin,0,[],2,19 days 07:50:37
Optimizes logic of self transfers of aTokens,759,MERGED,2022-12-07T11:32:14Z,2022-12-07T14:31:05Z,2022-12-07T14:31:01Z,2022-12-07T14:31:01Z,AlexSaplin,0,[],2,0 days 02:58:47
Fix the handleAction of the IncentivesController interface,761,MERGED,2022-12-07T17:22:14Z,2022-12-07T19:45:03Z,2022-12-07T19:44:54Z,2022-12-07T19:44:54Z,AlexSaplin,0,[],2,0 days 02:22:40
Soften solidity version of Datatypes libraries,762,MERGED,2022-12-07T17:27:26Z,2022-12-12T12:50:02Z,2022-12-12T12:49:57Z,2022-12-12T12:49:57Z,AlexSaplin,0,[],2,4 days 19:22:31
docs: complete interface & use inheritdoc,763,MERGED,2022-12-09T15:20:35Z,2022-12-13T17:02:27Z,2022-12-13T17:02:27Z,2022-12-13T17:02:27Z,AlexSaplin,0,[],2,4 days 01:41:52
docs: Fix typo in the closing part of multiline natspec docs,764,MERGED,2022-12-13T15:12:13Z,2022-12-14T17:25:51Z,2022-12-14T17:25:48Z,2022-12-14T17:25:48Z,AlexSaplin,0,[],2,1 days 02:13:35
Add BUSL license to L2Pool contract,765,MERGED,2022-12-13T16:38:26Z,2022-12-14T16:21:49Z,2022-12-14T16:21:40Z,2022-12-14T16:21:40Z,AlexSaplin,0,[],2,0 days 23:43:14
fix: Complete interfaces of IReserveInterestRateStrategy and IPoolDataProvider,766,MERGED,2022-12-13T17:03:00Z,2022-12-14T09:57:37Z,2022-12-14T09:57:07Z,2022-12-14T09:57:07Z,AlexSaplin,0,[],2,0 days 16:54:07
Clarify inconsistency between `getReserveNormalizedVariableDebt()` and `_updateIndexes` (#754),768,MERGED,2022-12-14T16:03:14Z,2022-12-19T10:07:51Z,2022-12-19T10:07:51Z,2022-12-19T10:07:51Z,AlexSaplin,0,[],2,4 days 18:04:37
fix: Capitalize Contracts' licenses,769,MERGED,2022-12-14T17:48:05Z,2022-12-14T17:49:40Z,2022-12-14T17:49:37Z,2022-12-14T17:49:37Z,AlexSaplin,0,[],2,0 days 00:01:32
Fixes IAToken.transferUnderlyingTo function params,771,MERGED,2022-12-14T21:36:00Z,2022-12-14T21:52:41Z,2022-12-14T21:42:43Z,2022-12-14T21:42:43Z,AlexSaplin,0,[],2,0 days 00:06:43
Fix calculation of IRs with non-zero unbacked and zero unbackedMintCap,773,MERGED,2022-12-16T12:30:18Z,2022-12-19T07:39:09Z,2022-12-19T07:39:05Z,2022-12-19T07:39:05Z,AlexSaplin,0,[],2,2 days 19:08:47
Make AToken's initialize and _transfer functions virtual so they can be extended,774,MERGED,2022-12-21T16:55:27Z,2022-12-23T16:36:28Z,2022-12-23T16:36:15Z,2022-12-23T16:36:15Z,AlexSaplin,0,[],2,1 days 23:40:48
Add PeckShield audit report on 3.0.1,775,CLOSED,2022-12-22T10:08:48Z,2022-12-22T16:12:32Z,2022-12-22T16:12:32Z,,AlexSaplin,0,[],2,0 days 06:03:44
Add PeckShield audit report on 3.0.1,776,MERGED,2022-12-22T16:18:07Z,2022-12-22T16:23:55Z,2022-12-22T16:23:52Z,2022-12-22T16:23:52Z,AlexSaplin,0,[],2,0 days 00:05:45
chore(master): release 1.17.0,777,MERGED,2022-12-28T16:03:34Z,2022-12-28T16:05:44Z,2022-12-28T16:05:18Z,2022-12-28T16:05:18Z,AlexSaplin,0,[],2,0 days 00:01:44
Formal Verification for Feat/3.0.1,780,MERGED,2023-01-05T14:12:32Z,2023-01-06T09:50:08Z,2023-01-06T09:50:08Z,2023-01-06T09:50:08Z,AlexSaplin,0,[],2,0 days 19:37:36
